consignorId,consigneeName,address1,cityId,branchId
60,SRI KRISHNA HANUMAN TRADERS-AMALAPURAM,"SRI KRISHNA HANUMAN TRADERS, 8-3-49, RAMANAM MALLAYA STREET, AMALAPURAM,EAST GODAVARI, 533201",15,417
60,SUSHEEL DISTRIBUT0RS-BHIMAVARAM,"SUSHEEL DISTRIBUTORS, GROUND FLOOR, 22 2 150, PP ROAD, BHIMAVARAM, WEST GODAVARI, 534201 ",99,631
60,PAVAN ASSOCIATES-AMALAPURAM,"PAVAN ASSOCIATES, NARESH, 71-A NEAR YERRAVONTHENA, AMALAPURAM, 533201",15,417
60,SRI VIJAYA LAKSHMI AGENCIES-GIDDALUR,"SRI VIJAYA LAKSHMI AGENCIES, NARAVA ROAD, GIDDALUR, 523357",239,107
60,KR CONSTRUCTIONS-PALASA,"KR CONSTRUCTIONS, OPP RAILWAY STATION , MAIN ROAD, PALASA, 532221",597,529
60,SUSHEEL DISTRIBUT0RS-BHIMAVARAM,"SUSHEEL DISTRIBUTORS, GROUND FLOOR, 22 2 150, PP ROAD, BHIMAVARAM, WEST GODAVARI, 534201 ",99,631
60,KAMARAJU ENTERPRISES-PALASA,"KAMARAJU ENTERPRISES, SURVEY NO 24415, WARD NO 15, TILAK NAGAR, PALASA, SRIKAKULAM 532222",597,529
60,SRI LAKSHMI VENKATESWARA TRADERS-VENKATAGIRIKOTA,"SRI LAKSHMI VENKATESWARA TRADERS, #1-92/A, MAIN ROAD, CHELDHIGANIPALLI, VENKATAGIRIKOTA, CHITOOR, 517424",819,501
60,SHREE CABLE MARKENTING-VISHAKHPATNAM,"SHREE CABLE MARKENTING, SHOP NO:22, DNO:30-15-190, FOUNTA PLAZA, SURYA BAGH, VISAKHAPATNAM, 530020",820,545
60,SOBHA ENTERPRISES-VISAKHAPATNAM,"D.NO 30-15-189,FOUNTA PLAZA SURYABAGH VISHAKAPATNAM,530020",820,545
60,RAVI RAJ ENTERPRISES-VISHAKHPATNAM,"RAVI RAJENTERPRISES G-5,31-33-102/8, SRI VISHNU PLAZA , LEELAMAHAL JUNCTION, VISAKHAPATNAM-530020",820,545
60,SRI RATNAM ENTERPRISES-VISAKHAPATNAM,"SRI RATNAM ENTERPRISES, DNO  31-33-102/8, G-5, SRI VISHNU PLA OPP LEELA MAHAL THEATER, DABAGARDENS, VISAKHAPATNAM, 530020",820,545
60,SUSHEEL DISTRIBUT0RS-BHIMAVARAM,"SUSHEEL DISTRIBUTORS, GROUND FLOOR, 22 2 150, PP ROAD, BHIMAVARAM, WEST GODAVARI, 534201 ",99,631
60,SPARK ENTERPRISES-VISAKHAPATNAM,"SPARK ENTERPRISES SAIL LORVEN,#38-8-38,BHANU STREET DABAGARDENS VISAKHAPATNAM-530020",820,545
60,SWETHA CONSTRUCTIONS-VENKATAGIRIKOTA,"SWETHA CONSTRUCTIONS, KONGATTAM, NEAR ZPH SCHOOL, V KOTA, CHITOOR,517424",819,501
60,SRI VISHNU ELECTRICALS-GUDIVADA,"SRI VISHNU ELECTRICALS, 9/161A, MAIN ROAD GUDIVADA, 521301",255,586
60,SRI VIJAYA LAKSHMI AGENCIES-GIDDALUR,"SRI VIJAYA LAKSHMI AGENCIES, NARAVA ROAD, GIDDALUR, 523357",239,107
60,SHREE CABLE MARKENTING-VISAKHAPATNAM,"SHREE CABLE MARKENTING, SHOP NO:22, DNO:30-15-190, FOUNTA PLAZA, SURYA BAGH, VISAKHAPATNAM, 530020",820,545
60,KAMARAJU ENTERPRISES-PALASA,"KAMARAJU ENTERPRISES, SURVEY NO 24415, WARD NO 15, TILAK NAGAR, PALASA, SRIKAKULAM 532222",597,529
60,SEVEN STAR ELECTRICALS-VIZIANAGARAM,"SEVEN STAR ELECTRICALS, 6-8-57, SAPTAGIRI PLAZA, NEAR DABA GARDENS, MG ROAD, VIZIANAGARAM, 535001",833,557
60,E-TRANS ELECTRICALS AGENCIES-BHIMAVARAM,"E-TRANS ELECTRICALS AGENCIES, DNO:22-8-11/13, KURISETTIVARI STREET, BHIMAVARAM, 534201",99,631
60,SHREE CABLE MARKENTING-VISHAKHPATNAM,"SHREE CABLE MARKENTING, SHOP NO:22, DNO:30-15-190, FOUNTA PLAZA, SURYA BAGH, VISAKHAPATNAM, 530020",820,545
60,SOBHA ENTERPRISES -VISAKHAPATNAM ,"D.NO 30-15-189,FOUNTA PLAZA SURYABAGH VISHAKAPATNAM,530020",820,545
60,SARASWATH AGENCIES-RAYALACHERUVU,"SARASWATH AGENCIES, 1/122-A, MAIN ROAD, RAYALACHERUVU, ANATHAPURAM, 515455",675,21
60,SATYA PRIYA AUTO AGENCIES-VISHAKHPATNAM,"SATYA PRIYA AUTO AGENCIES, G-13, JANATA BAZAR,OPP MUNCIPAL STADIUM,VISAKHAPATNAM, 530001",820,545
60,KUMAR TRADERS-SURUTUPALLI,"KUMAR TRADERS, 18/1, LINGAMANAIDU KANDRIGA, SURUTUPALLI, 517589",748,503
60,SURYA ELECTRICALS-PARVATHIPURAM,"SURYA ELECTRICALS, 1-4-48, SOWNDARYA THEATRE ROAD, PARVATHIPURAM, VIZIYANAGARAM, 535501",610,519
60,SRI SURYA PIPE INDUSTRIES-TADEPALLIGUDEM,"SRI SURYA PIPE INDUSTRIES, BESIDE 3F LIMITED, NEAR DURGA TEMPLE, PRATHIPADU, TADEPALLIGUDEM, 534146",752,638
60,GURUSAPTAGIRI TRADERS-NARASANNAPETA,"GURUSAPTAGIRI TRADERS, S Y NO 133/2, MARUTHI NAGAR-4, NARASANNAPETA, SRIKAKULAM, 532421",553,527
60,RAVI ENGINEERING & CO-RANASTALAM,"RAVI ENGINEERING & CO, KK COMPLEX, SHOPE NO 4, NH5 ROAD, RANASTALAM, SRIKAKULAM, 532407",683,532
60,MNK DISTRIBUTORS-RAJAMAHENDRAVARAM,"MNK DISTRIBUTORS, 6-6-4, MANYAM MANSIONS, T NAGAR, VADREVU VARI VEEDHI, EAST GODAVARI, RAJAMAHENDRAVARAM, 533101",669,436
60,SRI VISWODAYA DEVELOPERS-VISHAKHPATNAM,"SRI VISWODAYA DEVELOPERS, #31-32-25/1, KUMARAPALEM, VISAKHAPATNAM, 530046",820,545
60,SEVEN STAR ELECTRICALS-VIZIANAGARAM,"SEVEN STAR ELECTRICALS, 6-8-57, SAPTAGIRI PLAZA, NEAR DABA GARDENS, MG ROAD, VIZIANAGARAM, 535001",833,557
60,NAIDU PROJECTS-VISAKHAPATNAM,"NAIDU PROJECTS, D/NO 21-70/4, SKML NAGAR, VISAKHAPATNAM, 530009",820,545
60,SWETHA CONSTRUCTIONS-VENKATAGIRIKOTA,"SWETHA CONSTRUCTIONS, KONGATTAM, NEAR ZPH SCHOOL, V KOTA, CHITOOR,517424",819,501
60,SRI VENKATASAI ENTERPRISES-NUZVIDU,"SRI VENKATASAI ENTERPRISES, DNO:17-1 JUNCTION ROAD, OPPO CANARA BANK NUZIVDU, 530007",586,570
60,SI ROHIT ENTERPRISES-BHIMAVARAM,"ROHIT PP ROAD BHIMAVARAM ,534201",99,631
60,SRI VENKATESWARA ELECTRICALS-KAKINADA,"POLICE COMPLEX,BHANUGUDI JN,KALINADA 533003",331,442
60,MNK DISTRIBUTORS-RAJAMAHENDRAVARAM,"MNK DISTRIBUTORS, 6-6-4, MANYAM MANSIONS, T NAGAR, VADREVU VARI VEEDHI, EAST GODAVARI, RAJAMAHENDRAVARAM, 533101",669,436
60,SUSHEEL DISTRIBUT0RS-BHIMAVARAM,"SUSHEEL DISTRIBUTORS, GROUND FLOOR, 22 2 150, PP ROAD, BHIMAVARAM, WEST GODAVARI, 534201 ",99,631
60,RATNA REALTY PVT LTD-RAJAHMUNDRY,"RATNA REALTY PVT LTD, HUKUMPETA BESIBE SBI ATM RAJAMUNDRY 533101 ",669,436
60,BV TRADERS-AMARAPURAM,"BV TRADERS, 1/1466 MAIN ROAD,AMARAPURAM, 515281",17,32
60,SRI RATNAM ENTERPRISES-VISAKHAPATNAM,"SRI RATNAM ENTERPRISES, DNO  31-33-102/8, G-5, SRI VISHNU PLA OPP LEELA MAHAL THEATER, DABAGARDENS, VISAKHAPATNAM, 530020",820,545
60,SAI TEJA ELECTRICALS-NELL0RE,"#7/754, NSC BOSE ROAD, NEAR RKT PETROL BUNK NELLORE , 524001",574,387
60,AVR ELECTRICALS & SANITARY WAR-KANIGIRI,"AVR ELECTRICALS & SANITARY WAR, 8/28/28, OPP KAPILA HOTEL, KANIGIRI, PRAKASAM, DISTRICT, 523230",358,393
60,MNK DISTRIBUTORS-RAJAMAHENDRAVARAM,"MNK DISTRIBUTORS, 6-6-4, MANYAM MANSIONS, T NAGAR, VADREVU VARI VEEDHI, EAST GODAVARI, RAJAMAHENDRAVARAM, 533101",669,436
60,SRI SHIVA SHADESH & COMPANY-SRIKAKULAM,"SRI SHIVA SHADESH & COMPANY, DOOR NO:7-14/3-6, NEAR DIAMOND PARK NEW COLONY, SRIKAKULAM,  532001",199,534
60,SAI ELECTRICAL AGENCIES-MACHILIPATNAM,"SAI ELECTRICAL AGENCIES, 8/121-4, VIJAYAWADA ROAD, MACHILIPATNAM,521001",456,590
60,GUPTA KUMAAR ELECTRICALS-MACHILIPATNAM,"GUPTA KUMAAR ELECTRICALS, #25/238,JAGANNADHAPURAM,NEAR JAGANNADHA SWAMY TEMPLE,MACHILIPATNAM 521001",456,590
60,SURYA ELECTRICALS-PARVATHIPURAM,"SURYA ELECTRICALS, 1-4-48, SOWNDARYA THEATRE ROAD, PARVATHIPURAM, VIZIYANAGARAM, 535501",610,519
60,SRI SHIVA SHADESH & COMPANY-SRIKAKULAM,"SRI SHIVA SHADESH & COMPANY, DOOR NO:7-14/3-6, NEAR DIAMOND PARK NEW COLONY, SRIKAKULAM,  532001",199,534
60,SRI RATNAM ENTERPRISES-VISAKHAPATNAM,"SRI RATNAM ENTERPRISES, DNO  31-33-102/8, G-5, SRI VISHNU PLA OPP LEELA MAHAL THEATER, DABAGARDENS, VISAKHAPATNAM, 530020",820,545
60,GUPTA KUMAAR ELECTRICALS-MACHILIPATNAM,"GUPTA KUMAAR ELECTRICALS, #25/238,JAGANNADHAPURAM,NEAR JAGANNADHA SWAMY TEMPLE,MACHILIPATNAM 521001",456,590
60,SURYA ELECTRICALS-PARVATHIPURAM,"SURYA ELECTRICALS, 1-4-48, SOWNDARYA THEATRE ROAD, PARVATHIPURAM, VIZIYANAGARAM, 535501",610,519
60,SRI RATNAM ENTERPRISES-VISAKHAPATNAM,"SRI RATNAM ENTERPRISES, DNO  31-33-102/8, G-5, SRI VISHNU PLA OPP LEELA MAHAL THEATER, DABAGARDENS, VISAKHAPATNAM, 530020",820,545
60,INDUSTRIAL ELECTRICALS-VISAKHAPATNAM,"     INDUSTRIAL ELECTRICALS, 28-11-11, PREM PLAZA SURYABAGH, VISAKHAPATNAM,530020",820,545
60,SAI DURGA INDUSTRIAL AGENCIES,"S NO 288/A/A, NEAR BURIAL GROUND SAHAJ NAGAR CHITTOOR -517001",163,493
60,NAIDU PROJECTS-VISAKHAPATNAM,"NAIDU PROJECTS, D/NO 21-70/4, SKML NAGAR, VISAKHAPATNAM, 530009",820,545
60,S G DISTRIBUTORS-AMALAPURAM," S G DISTRIBUTORS, HANUMAN, GANDHI BAZAR, AMALAPURAM, 533201",15,417
60,SAI BALAJI MARKETING-VISAKHAPATNAM,"SAI BALAJI MARKETING, DNO 53-17-61, 3RD LEFT LANE, MADDILAPALEM, KRISHNA COLLEGE ROAD, VISAKHAPATNAM, 530013",820,545
60,SRI ROHIT ENTERPRISES-BHIMAVARAM,"SRI ROHIT ENTERPRISES, OPP ST MARRYS HOSPITAL, PP ROAD, BHIMAVARAM, 534201",99,631
60,NAIDU PROJECTS-VISAKHAPATNAM,"NAIDU PROJECTS, D/NO 21-70/4, SKML NAGAR, VISAKHAPATNAM, 530009",820,545
60,SOBHA ENTERPRISES-VISAKHAPATNAM,"D.NO.30-15-189, FOUNTA PLAZA SURYABAGH VISAKHAPATNAM, 530020",820,545
60,SRI SURYA PIPE INDUSTRIES-TADEPALLIGUDEM,"SRI SURYA PIPE INDUSTRIES, BESIDE 3F LIMITED, NEAR DURGA TEMPLE, PRATHIPADU, TADEPALLIGUDEM, 534146",752,638
60,SAI GOPAL TRADERS-MARKAPURAM,"SAI GOPAL TRADERS, D NO 7-169, NEHRU ST , NEAR SYNDICATE MARKAPUR, PRAKASAM DIST, 523316",497,625
60,SRI SAI KRUPA ENTERPRISES-VIZIANAGARAM,"SRI SAI KRUPA ENTERPRISES, T-4, PRADEEP NAGAR, NITIN ARCADE, VIZIYANAGARAM, 5350003",833,557
60,SHREE CABLE MARKENTING-VISAKHAPATNAM,"SHREE CABLE MARKENTING, SHOP NO:22, DNO:30-15-190, FOUNTA PLAZA, SURYA BAGH, VISAKHAPATNAM, 530020",820,545
60,SWAMY NARAYANA CONSTRUCTORS-PAYAKARAOPETA,"SWAMY NARAYANA CONSTRUCTORS, DNO:1-1, PALTERU,PAYAKARAOPETA, VISAKHAPATNAM, 531126",617,445
60,DEVI MARKETING-GUNTUR,"DEVI MARKETING , SKR ESTATE NEAR BYPASS ROAD GUNTUR 522003 ",259,577
60,NAVYA ENTERPRISES-SRIKAKULAM,"NAVYA ENTERPRISES, ASST NO 777, DOOR NO 4-97, SRIKAKULAM,532402",199,534
60,SARASWATH AGENCIES-RAYALACHERUVU,"SARASWATH AGENCIES, 1/122-A, MAIN ROAD, RAYALACHERUVU, ANATHAPURAM, 515455",675,21
60,SRI LAKSHMI VENKATESWARA TRADERS-VENKATAGIRIKOTA,"SRI LAKSHMI VENKATESWARA TRADERS, #1-92/A, MAIN ROAD, CHELDHIGANIPALLI, VENKATAGIRIKOTA, CHITOOR, 517424",819,501
60,LAXMI ELECTRICAL STORES-RAJAHMUNDRY,"LAXMI ELECTRICAL STORES, 8-24-35, MAIN ROAD, EAST GODAVARI, RAJAMUNDRY, 533101",669,436
60,AVR ELECTRICALS & SANITARY WAR-KANIGIRI,"AVR ELECTRICALS & SANITARY WAR, 8/28/28, OPP KAPILA HOTEL, KANIGIRI, PRAKASAM, DISTRICT, 523230",358,393
60,RAVI RAJ ENTERPRISES-VISAKHAPATNAM,"RAVI RAJ ENTERPRISES, G-5,31-33,102/8, SRI VISHNU PLAZA, LEELAMAHAL JUNCTION, VISAKHAPATNAM, ANDHRAPRADESH, 530020",820,545
60,SUNITHA GARU -MACHILIPATNAM,"D.NO.5/364-A, ANDHRA HOSPITAL RD , JAVVARIPETA MACHILIPATNAM 521001",456,590
60,SRI KRISHNA HANUMAN TRADERS-AMALAPURAM,"SRI KRISHNA HANUMAN TRADERS, 8-3-49, RAMANAM MALLAYA STREET, AMALAPURAM,EAST GODAVARI, 533201",15,417
60,LAKSHMI TRADERS-PAMIDI,"LAKSHMI TRADERS, 1/211A-1 , BCC ROAD, PAMIDI, 515775",600,26
60,SRI ROHIT ENTERPRISES-BHIMAVARAM,"SRI ROHIT ENTERPRISES, OPP ST MARRYS HOSPITAL, PP ROAD, BHIMAVARAM, 534201",99,631
60,S G DISTRIBUTORS-AMALAPURAM," S G DISTRIBUTORS, HANUMAN, GANDHI BAZAR, AMALAPURAM, 533201",15,417
60,SRI VISWODAYA DEVELOPERS-VISAKHAPATNAM,"SRI VISWODAYA DEVELOPERS, D/NO 31-32-25/1 KURMANNAPALEM, VISAKHAPATNAM, 530046",820,545
60,SRI VARAHALAKSHMI TRADERS-VISAKHAPATNAM,"SRI VARAHALAKSHMI  TRADERS, DNO 31-32-25/4, SRI VARAHALAKSHMI NILAYAM, KURMANNAPALEM, VISAKHAPATNAM, 530046",820,545
60,RAVI RAJ ENTERPRISES-VISHAKHPATNAM,"RAVI RAJENTERPRISES G-5,31-33-102/8, SRI VISHNU PLAZA , LEELAMAHAL JUNCTION, VISAKHAPATNAM-530020",820,545
60,PUSARLA & CO-ANAKAPALLE,"PUSARLA & CO, 12-5-62, NDHI MARKET,ANAKAPALLE, 531001",25,515
60,RAMAKIRSHNA ENGINEERING CO,G T ROAD SRIKAKULAM 532001,199,534
60,MAA MARUTHI CONSTRUCTIONS-VISAKHAPATNAM,"MAA MARUTHI CONSTRUCTIONS, DNO-533-2/5, NE LAY OUT, SEETHAMMADHARA,VISKHAPATNAM, 530013",820,545
60,DIVINE ENTERPRISES-VISAKHAPATNAM,"DIVINE ENTERPRISES , DNO. 49-11-17/1,C SQUARE LALITHANAGAR, VISAKHAPATNAM, 530016",820,545
60,SURYA GANESH ELECTRICALS-ELURU,"SURYA GANESH ELECTRICALS, DNO: 22C-12-21, CHENNA KESAVALA RANGA RAO ST, POWER DET, ELURU,  534002",216,566
60,SRI KRISHNA HANUMAN TRADERS-AMALAPURAM,"SRI KRISHNA HANUMAN TRADERS, 8-3-49, RAMANAM MALLAYA STREET, AMALAPURAM,EAST GODAVARI, 533201",15,417
60,RAMAKRISHNA ENGINEERING CO,G T ROAD SRIKAKULAM 532001,199,534
60,SRI SHIVA SHADESH & COMPANY-SRIKAKULAM,"SRI SHIVA SHADESH & COMPANY, DOOR NO:7-14/3-6, NEAR DIAMOND PARK NEW COLONY, SRIKAKULAM,  532001",199,534
60,RAVI RAJ ENTERPRISES-VISAKHAPATNAM,"RAVI RAJ ENTERPRISES, G-5,31-33,102/8, SRI VISHNU PLAZA, LEELAMAHAL JUNCTION, VISAKHAPATNAM, ANDHRAPRADESH, 530020",820,545
60,HARSHINI ELECTRICAL AGENCIES-TANUKU,"HARSHINI ELECTRICAL AGENCIES, DNO-22/13/11, SHOPNO-7, SOCIETY ROAD, KAMADHENU COMPLEX, TANUKU, 534211",760,639
60,SHREE CABLE MARKENTING-VISHAKHPATNAM,"SHREE CABLE MARKENTING, SHOP NO:22, DNO:30-15-190, FOUNTA PLAZA, SURYA BAGH, VISAKHAPATNAM, 530020",820,545
60,SUSHEEL DISTRIBUT0RS-BHIMAVARAM,"SUSHEEL DISTRIBUTORS, GROUND FLOOR, 22 2 150, PP ROAD, BHIMAVARAM, WEST GODAVARI, 534201 ",99,631
60,SRI LALITHA HOSPITAL,SITE AT GUTUR BYPASS GUNTUR ,259,577
60,SRI SHIVA SHADESH & COMPANY-SRIKAKULAM,"SRI SHIVA SHADESH & COMPANY, DOOR NO:7-14/3-6, NEAR DIAMOND PARK NEW COLONY, SRIKAKULAM,  532001",199,534
60,SRI LAKSHMI VENKATESWARA AGENCIES-URAVAKONDA,"SRI LAKSHMI VENKATESWARA AGENCIES, SNO 473, BESIDE KAVITHA HOTEL, URAVAKONDA, ANATHAPUR, 515812",800,29
60,KEERTHI CONSTRUCTIONS-SRIKAKULAM,"KEERTHI CONSTRUCTIONS, NAVEEN NEAR DIAMOND PARK SRIKAKULAM, 532001",199,534
60,SRI GURU RAGHAVENDRA AGENCIES-NARPALA,"SRI GURU RAGHAVENDRA AGENCIES, 6/574, SHOP NO 1, GUGUDU ROAD, NARPALA, 515425",559,25
60,SHREE CABLE MARKENTING-VISAKHAPATNAM,"SHREE CABLE MARKENTING, SHOP NO:22, DNO:30-15-190, FOUNTA PLAZA, SURYA BAGH, VISAKHAPATNAM, 530020",820,545
60,SAI BALAJI MARKETING-VISAKHAPATNAM,"SAI BALAJI MARKETING, DNO 53-17-61, 3RD LEFT LANE, MADDILAPALEM, KRISHNA COLLEGE ROAD, VISAKHAPATNAM, 530013",820,545
60,NAIDU PROJECTS-VISAKHAPATNAM,"NAIDU PROJECTS, D/NO 21-70/4, SKML NAGAR, VISAKHAPATNAM, 530009",820,545
60,SRI KRISHNA HANUMAN TRADERS-AMALAPURAM,"SRI KRISHNA HANUMAN TRADERS, 8-3-49, RAMANAM MALLAYA STREET, AMALAPURAM,EAST GODAVARI, 533201",15,417
60,HARSHINI ELECTRICAL AGENCIES-TANUKU,"HARSHINI ELECTRICAL AGENCIES, DNO-22/13/11, SHOPNO-7, SOCIETY ROAD, KAMADHENU COMPLEX, TANUKU, 534211",760,639
60,SURYA GANESH ELECTRICALS-ELURU,"SURYA GANESH ELECTRICALS, DNO: 22C-12-21, CHENNA KESAVALA RANGA RAO ST, POWER DET, ELURU,  534002",216,566
60,RAVI RAJ ENTERPRISES-VISHAKHPATNAM,"RAVI RAJENTERPRISES G-5,31-33-102/8, SRI VISHNU PLAZA , LEELAMAHAL JUNCTION, VISAKHAPATNAM-530020",820,545
60,SOBHA ENTERPRISES -VISAKHAPATNAM.,"D.NO.30-15-189, FOUNTA PLAZA SURYABAGH VISAKHAPATNAM, 530020",820,545
60,S.S AGENCY-NARSIPATNAM,"S.S AGENCY, DNO-109/1, SANTHI NAGAR,OPP SRIKANYA THEATER, NARSIPATNAM, 5311161",563,517
60,PRAVEEN CONSTRUCTION-BALAPANUR,PRAVEEN CONSTRUCTION PRAVEEN MAIN ROAD  BALAPANUR 516484 TEL:9502501054,63,104
60,SWETHA CONSTRUCTIONS-VENKATAGIRIKOTA,"SWETHA CONSTRUCTIONS, KONGATTAM, NEAR ZPH SCHOOL, V KOTA, CHITOOR,517424",819,501
60,LAXMI ELECTRICAL STORES-RAJAMUNDRY,"LAXMI ELECTRICAL STORES, 8-24-35, MAIN ROAD, EAST GODAVARI, RAJAMUNDRY, 533101",669,436
60,SRI BALAJI MOTORS & PIPE TRADERS-RAILWAY KODURU,"SRI BALAJI MOTORS & PIPE TRADERS, 6/424-7, SELLER, SRI BALAJI TOW MG ROAD, OPP AYYAPPA SWAMY TEMPLE, RLY, KODUR,YSR DIS,KADAPA, 516101",668,91
60,SRI KRISHNA HANUMAN TRADERS-AMALAPURAM,"SRI KRISHNA HANUMAN TRADERS, 8-3-49, RAMANAM MALLAYA STREET, AMALAPURAM,EAST GODAVARI, 533201",15,417
60,SAI GOPAL TRADERS-MARKAPURAM,"SAI GOPAL TRADERS, D NO 7-169, NEHRU ST , NEAR SYNDICATE MARKAPUR, PRAKASAM DIST, 523316",497,625
60,AASHAPURA ENTERPRISES-VISAKHAPATNAM,"AASHAPURA ENTERPRISES, DNO: 10-7-83/1, KAILASH NAGAR, BESIDE PUJITHA HOSPITAL, NEW GAJUWAKA, VISAKHAPATNAM, 530026",820,545
60,LAXMI ELECTRICAL STORES-RAJAMUNDRY,"LAXMI ELECTRICAL STORES, 8-24-35, MAIN ROAD, EAST GODAVARI, RAJAMUNDRY, 533101",669,436
60,SIVA MANIKHANTA AGENCIES-VISAKHAPATNAM,"SIVA MANIKHANTA AGENCIES, G-3,GROUND FLOOR, TSN752 PART BLOCK NO 12, REVANTH PLAZA, BALAJI DAS STREET, WOODPET, ANAKAPA VISAKHAPATNAM, 531001",820,545
60,SOBHA ENTERPRISES -VISAKHAPATNAM.,"D.NO.30-15-189, FOUNTA PLAZA SURYABAGH VISAKHAPATNAM, 530020",820,545
60,NAIDU PROJECTS-VISAKHAPATNAM,"NAIDU PROJECTS, D/NO 21-70/4, SKML NAGAR, VISAKHAPATNAM, 530009",820,545
60,ANIL KUMAR-RAJAMANDRY,"MAIN ROAD RAJAHMUNDRY ,533101",669,436
60,SRI KRISHNA HANUMAN TRADERS-AMALAPURAM,"SRI KRISHNA HANUMAN TRADERS, 8-3-49, RAMANAM MALLAYA STREET, AMALAPURAM,EAST GODAVARI, 533201",15,417
60,S.S.AGENCY-NARSIPATNAM,"S.S.AGENCY D.NO.191/1 SANTHINAGAR,OPP.SRIKANYA THEATER NARSIPATNAM,531116",563,517
60,SRI KRISHNA HANUMAN TRADERS-AMALAPURAM,"SRI KRISHNA HANUMAN TRADERS, 8-3-49, RAMANAM MALLAYA STREET, AMALAPURAM,EAST GODAVARI, 533201",15,417
60,MNK DISTRIBUTORS-RAJAMAHENDRAVARAM,"MNK DISTRIBUTORS, 6-6-4, MANYAM MANSIONS, T NAGAR, VADREVU VARI VEEDHI, EAST GODAVARI, RAJAMAHENDRAVARAM, 533101",669,436
60,AVR ELECTRICALS & SANITARY WAR-KANIGIRI,"AVR ELECTRICALS & SANITARY WAR, 8/28/28, OPP KAPILA HOTEL, KANIGIRI, PRAKASAM, DISTRICT, 523230",358,393
60,SURYA ENTERPRISES-ELURU,"SURYA ENTERPRISES, A. S. R, STADUM ROAD, NEAR RAILWAY STATION,ELURU,534005",216,566
60,SRI LAKSHMI VENKATESWARA TRADERS-VENKATAGIRIKOTA,"SRI LAKSHMI VENKATESWARA TRADERS, #1-92/A, MAIN ROAD, CHELDHIGANIPALLI, VENKATAGIRIKOTA, CHITOOR, 517424",819,501
60,MANISH ENTERPRISES-DHARMAVARAM,"MANISH ENTERPRISES, 531/1 AND 2, BAGALORE ROAD, DHARMAVARAM 515671",194,30
60,DEVI MARKETING-GUNTUR,"DEVI MARKETING , SKR ESTATE NEAR BYPASS ROAD GUNTUR 522003 ",259,577
60,SRI KRISHNA HANUMAN TRADERS-AMALAPURAM,"SRI KRISHNA HANUMAN TRADERS, 8-3-49, RAMANAM MALLAYA STREET, AMALAPURAM,EAST GODAVARI, 533201",15,417
60,RAVI RAJ ENTERPRISES-VISAKHAPATNAM,"RAVI RAJ ENTERPRISES, G-5,31-33,102/8, SRI VISHNU PLAZA, LEELAMAHAL JUNCTION, VISAKHAPATNAM, ANDHRAPRADESH, 530020",820,545
60,MADHU ASSOCIATES-VISAKHAPATNAM,"MADHU ASSOCIATES, FF-1, 31-31-22, RASANJANI ARCADE, SAI BABA STREET, DABA GARDENS, VISAKHAPATNAM, 530020",820,545
60,SHREE CABLE MARKENTING-VISHAKHPATNAM,"SHREE CABLE MARKENTING, SHOP NO:22, DNO:30-15-190, FOUNTA PLAZA, SURYA BAGH, VISAKHAPATNAM, 530020",820,545
60,MNK DISTRIBUTORS-RAJAMAHENDRAVARAM,"MNK DISTRIBUTORS, 6-6-4, MANYAM MANSIONS, T NAGAR, VADREVU VARI VEEDHI, EAST GODAVARI, RAJAMAHENDRAVARAM, 533101",669,436
60,NAIDU PROJECTS-VISAKHAPATNAM,"NAIDU PROJECTS, D/NO 21-70/4, SKML NAGAR, VISAKHAPATNAM, 530009",820,545
60,SUSHEEL DISTRIBUTORS-BHIMAVARAM,"SUSHEEL DISTRIBUTORS, GROUND FLOOR, 22 2 150, PP ROAD, BHIMAVARAM, WEST GODAVARI, 534201 ",99,631
60,SUSHEEL DISTRIBUT0RS-BHIMAVARAM,"SUSHEEL DISTRIBUTORS, GROUND FLOOR, 22 2 150, PP ROAD, BHIMAVARAM, WEST GODAVARI, 534201 ",99,631
60,SHREE CABLE MARKENTING-VISHAKHPATNAM,"SHREE CABLE MARKENTING, SHOP NO:22, DNO:30-15-190, FOUNTA PLAZA, SURYA BAGH, VISAKHAPATNAM, 530020",820,545
60,DEVI MARKETING-GUNTUR,"DEVI MARKETING , SKR ESTATE NEAR BYPASS ROAD GUNTUR 522003 ",259,577
60,SRI SURYA PIPE INDUSTRIES-TADEPALLIGUDEM,"SRI SURYA PIPE INDUSTRIES, BESIDE 3F LIMITED, NEAR DURGA TEMPLE, PRATHIPADU, TADEPALLIGUDEM, 534146",752,638
60,SUSHEEL DISTRIBUT0RS-BHIMAVARAM,"SUSHEEL DISTRIBUTORS, GROUND FLOOR, 22 2 150, PP ROAD, BHIMAVARAM, WEST GODAVARI, 534201 ",99,631
60,SEVEN STAR ELECTRICALS-VIZIANAGARAM,"SEVEN STAR ELECTRICALS, 6-8-57, SAPTAGIRI PLAZA, NEAR DABA GARDENS, MG ROAD, VIZIANAGARAM, 535001",833,557
60,GUPTA KUMAAR ELECTRICALS-MACHILIPATNAM,"GUPTA KUMAAR ELECTRICALS, #25/238,JAGANNADHAPURAM,NEAR JAGANNADHA SWAMY TEMPLE,MACHILIPATNAM 521001",456,590
